1,Agreement ID,Agreement Name,Trade Reference,Trade Date,Maturity Date,Exchanged Notional 1 Currency,Exchanged Notional 1 Amount,Exchanged Notional 2 Currency,Exchanged Notional 2 Amount,Product Type,Valuation Base Currency,Valuation Base Currency Amount,Valuation Date,Valuation Native Currency,Valuation Native Currency Amount,Effective Date,Buy/Sell,Put/Call,Strike Price,Underlying,Independent Amount Party A,Independent Amount Party B,Party A branch ID,Party A branch Name,Party B branch ID,Party B branch Name,ENTITYB_STATUS
2159,BA-00001,BA-00001,B-5202138,17/11/2008,26/10/2029,CHF,44000000,CHF,44000000,Interest Rate - Swaption,USD,-5672037.615,27/09/2018,CHF,-5560821.192,19/11/2008,Receiver,Put,,,,,3645457,EntityB,983400120,EntityA,Active
2160,BA-00001,BA-00001,B-5202139,09/05/2012,10/08/2027,DKK,41000000,CAD,8200000,FX - Swap,USD,219990.8149,27/09/2018,DKK,1374942.593,11/05/2012,,,0.71,,,,3645457,EntityB,983400120,EntityA,Active
2161,BA-00001,BA-00001,B-5202140,24/04/2008,25/04/2023,SEK,35000000,SEK,35000000,Interest Rate - Swap,USD,308371.8501,27/09/2018,SEK,2803380.456,28/04/2008,Receiver,,,,,,3645457,EntityB,983400120,EntityA,Active
2162,BA-00001,BA-00001,B-5202141,20/09/2016,11/09/2028,JPY,15000000,JPY,15000000,Interest Rate - Swap Basis,USD,-2386.93973,27/09/2018,JPY,-265215.5256,22/09/2016,Payer,,,,,,3645457,EntityB,983400120,EntityA,Active
2163,BA-00001,BA-00001,B-5202142,16/07/2012,21/05/2029,SEK,76000000,SEK,76000000,Interest Rate - Swap Basis,USD,-780838.0205,27/09/2018,SEK,-7098527.459,18/07/2012,Payer,,,,,,3645457,EntityB,983400120,EntityA,Active
2164,BA-00001,BA-00001,B-5202143,12/03/2008,08/02/2021,AUD,85000000,SEK,568650000,FX - Swap,USD,-5533911.917,27/09/2018,AUD,-7580701.256,14/03/2008,,,0.774,,,,3645457,EntityB,983400120,EntityA,Active
2165,BA-00001,BA-00001,B-5202144,10/01/2006,26/01/2028,JPY,95000000,JPY,95000000,Interest Rate - Swaption,USD,53334.1042,27/09/2018,JPY,5926011.578,12/01/2006,Receiver,Put,,,,,3645457,EntityB,983400120,EntityA,Active
2166,BA-00001,BA-00001,B-5202145,27/07/2009,30/06/2025,EUR,93000000,EUR,93000000,Interest Rate - Swap Basis,USD,3379340.679,27/09/2018,EUR,2913224.723,29/07/2009,Payer,,,EIB,,,3645457,EntityB,983400120,EntityA,Active
2167,BA-00001,BA-00001,B-5202146,28/03/2016,30/07/2029,GBP,56000000,GBP,56000000,Interest Rate - Swap Basis,USD,-9169189.703,27/09/2018,GBP,-7163429.455,30/03/2016,Payer,,,,,,3645457,EntityB,983400120,EntityA,Active
2168,BA-00001,BA-00001,B-5202147,30/03/2007,27/09/2019,EUR,96000000,EUR,96000000,Interest Rate - Swap Basis,USD,16047095.93,27/09/2018,EUR,13833703.39,03/04/2007,Receiver,,,EIB,,,3645457,EntityB,983400120,EntityA,Active
2169,BA-00001,BA-00001,B-5202148,27/11/2017,27/03/2023,JPY,70000000,JPY,70000000,Interest Rate - Swap,USD,91147.80438,27/09/2018,JPY,10127533.82,29/11/2017,Receiver,,,,,,3645457,EntityB,983400120,EntityA,Active
2170,BA-00001,BA-00001,B-5202149,06/05/2014,14/10/2030,DKK,56000000,CAD,11200000,Cross Currency - Swap,USD,-1151998.588,27/09/2018,DKK,-7199991.177,08/05/2014,Receiver,,,,,,3645457,EntityB,983400120,EntityA,Active
2171,BA-00001,BA-00001,B-5202150,13/09/2010,26/10/2026,EUR,19000000,EUR,19000000,Interest Rate - Swap,USD,-2909598.773,27/09/2018,EUR,-2508274.804,15/09/2010,Payer,,,EIB,,,3645457,EntityB,983400120,EntityA,Active
2172,BA-00001,BA-00001,B-5202151,26/09/2013,15/06/2026,JPY,59000000,JPY,59000000,Interest Rate - Swap Basis,USD,-31765.04046,27/09/2018,JPY,-3529448.94,30/09/2013,Receiver,,,,,,3645457,EntityB,983400120,EntityA,Active
2173,BA-00001,BA-00001,B-5202152,16/01/2012,21/05/2030,SEK,32000000,SEK,32000000,Interest Rate - Swap Basis,USD,383514.2147,27/09/2018,SEK,3486492.861,18/01/2012,Payer,,,,,,3645457,EntityB,983400120,EntityA,Active
2174,BA-00001,BA-00001,B-5202153,09/11/2016,23/12/2021,GBP,5000000,GBP,5000000,Interest Rate - Swaption,USD,-300194.2879,27/09/2018,GBP,-234526.7874,11/11/2016,Payer,Put,,,,,3645457,EntityB,983400120,EntityA,Active
2175,BA-00001,BA-00001,B-5202154,03/05/2006,28/12/2027,GBP,9000000,GBP,9000000,Interest Rate - Swap Basis,USD,200930.3445,27/09/2018,GBP,156976.8316,05/05/2006,Receiver,,,,,,3645457,EntityB,983400120,EntityA,Active
2176,BA-00001,BA-00001,B-5202155,18/12/2017,05/05/2025,SEK,22000000,CHF,2420000,Cross Currency - Swap,USD,-344025.0754,27/09/2018,SEK,-3127500.685,20/12/2017,Payer,,,,,,3645457,EntityB,983400120,EntityA,Active
2177,BA-00001,BA-00001,B-5202156,28/08/2006,04/07/2022,NOK,96000000,AUD,15360000,FX - Swap,USD,-339349.3186,27/09/2018,NOK,-2827910.988,30/08/2006,,,0.584,,,,3645457,EntityB,983400120,EntityA,Active
2178,BA-00001,BA-00001,B-5202157,07/04/2008,14/03/2025,JPY,75000000,JPY,75000000,Interest Rate - Swaption,USD,39492.52151,27/09/2018,JPY,4388057.946,09/04/2008,Payer,Put,,,,,3645457,EntityB,983400120,EntityA,Active
2179,BA-00001,BA-00001,B-5202158,16/01/2014,16/07/2027,NOK,40000000,NOK,40000000,Interest Rate - Swap,USD,519722.9996,27/09/2018,NOK,4331024.997,20/01/2014,Payer,,,,,,3645457,EntityB,983400120,EntityA,Active
2180,BA-00001,BA-00001,B-5202159,29/07/2013,16/07/2029,CHF,34000000,CHF,34000000,Interest Rate - Swap Basis,USD,3597324.418,27/09/2018,CHF,3526788.645,31/07/2013,Payer,,,,,,3645457,EntityB,983400120,EntityA,Active
2181,BA-00001,BA-00001,B-5202160,04/08/2014,17/07/2030,CAD,9000000,CAD,9000000,Interest Rate - Swap,USD,436133.643,27/09/2018,CAD,566407.3285,06/08/2014,Payer,,,,,,3645457,EntityB,983400120,EntityA,Active
2182,BA-00001,BA-00001,B-5202161,21/09/2016,14/05/2029,NOK,81000000,AUD,12960000,Cross Currency - Swap,USD,-1426655.334,27/09/2018,NOK,-11888794.45,23/09/2016,Payer,,,,,,3645457,EntityB,983400120,EntityA,Active
2183,BA-00001,BA-00001,B-5202162,15/01/2015,18/11/2019,JPY,61000000,JPY,61000000,Interest Rate - Swaption,USD,-52113.51812,27/09/2018,JPY,-5790390.902,19/01/2015,Receiver,Call,,,,,3645457,EntityB,983400120,EntityA,Active
2184,BA-00001,BA-00001,B-5202163,29/10/2007,11/01/2023,USD,69000000,USD,69000000,Interest Rate - Swap Basis,USD,6786929.923,27/09/2018,USD,6786929.923,31/10/2007,Receiver,,,LIB,,,3645457,EntityB,983400120,EntityA,Active
2185,BA-00001,BA-00001,B-5202164,06/04/2018,21/09/2026,AUD,93000000,USD,67890000,Cross Currency - Swap,USD,-8200448.475,27/09/2018,AUD,-11233491.06,10/04/2018,Payer,,,,,,3645457,EntityB,983400120,EntityA,Active
2186,BA-00001,BA-00001,B-5202165,16/08/2013,19/07/2021,AUD,37000000,AUD,37000000,Interest Rate - Swap Basis,USD,-68395.15349,27/09/2018,AUD,-93691.99108,20/08/2013,Payer,,,,,,3645457,EntityB,983400120,EntityA,Active
2187,BA-00001,BA-00001,B-5202166,20/11/2014,23/12/2024,EUR,40000000,EUR,40000000,Interest Rate - Swaption,USD,-1305853.005,27/09/2018,EUR,-1125735.349,24/11/2014,Receiver,Call,,EIB,,,3645457,EntityB,983400120,EntityA,Active
2188,BA-00001,BA-00001,B-5202167,26/02/2018,28/08/2028,SEK,5000000,CHF,550000,Cross Currency - Swap,USD,47708.73823,27/09/2018,SEK,433715.8021,28/02/2018,Receiver,,,,,,3645457,EntityB,983400120,EntityA,Active
2189,BA-00001,BA-00001,B-5202168,06/09/2016,24/07/2025,SEK,71000000,CHF,7810000,FX - Swap,USD,-303658.825,27/09/2018,SEK,-2760534.773,08/09/2016,,,0.888,,,,3645457,EntityB,983400120,EntityA,Active
2190,BA-00001,BA-00001,B-5202169,16/01/2009,15/07/2019,GBP,68000000,GBP,68000000,Interest Rate - Swaption,USD,-5760418.514,27/09/2018,GBP,-4500326.964,20/01/2009,Payer,Put,,,,,3645457,EntityB,983400120,EntityA,Active
2191,BA-00001,BA-00001,B-5202170,19/10/2015,13/01/2023,AUD,77000000,AUD,77000000,Interest Rate - Swap Basis,USD,-4644643.723,27/09/2018,AUD,-6362525.648,21/10/2015,Receiver,,,,,,3645457,EntityB,983400120,EntityA,Active
2192,BA-00001,BA-00001,B-5202171,02/01/2013,14/01/2020,DKK,47000000,DKK,47000000,Interest Rate - Swaption,USD,-865287.5843,27/09/2018,DKK,-5408047.402,04/01/2013,Receiver,Put,,,,,3645457,EntityB,983400120,EntityA,Active
2193,BA-00001,BA-00001,B-5202172,14/01/2015,02/10/2023,EUR,86000000,GBP,78260000,FX - Swap,USD,8710588.866,27/09/2018,EUR,7509128.333,16/01/2015,,,0.572,EIB,,,3645457,EntityB,983400120,EntityA,Active
2194,BA-00001,BA-00001,B-5202173,24/08/2010,30/10/2028,SEK,28000000,CHF,3080000,Cross Currency - Swap,USD,-455782.9333,27/09/2018,SEK,-4143481.212,26/08/2010,Receiver,,,,,,3645457,EntityB,983400120,EntityA,Active
2195,BA-00001,BA-00001,B-5202174,02/09/2013,31/10/2023,JPY,80000000,JPY,80000000,Interest Rate - Swap Basis,USD,-101217.6902,27/09/2018,JPY,-11246410.02,04/09/2013,Payer,,,,,,3645457,EntityB,983400120,EntityA,Active
2196,BA-00001,BA-00001,B-5202175,17/12/2009,04/01/2027,GBP,87000000,DKK,716880000,FX - Swap,USD,5198556.607,27/09/2018,GBP,4061372.349,21/12/2009,,,0.164,,,,3645457,EntityB,983400120,EntityA,Active
2197,BA-00001,BA-00001,B-5202176,24/02/2017,06/04/2026,SEK,59000000,SEK,59000000,Interest Rate - Swap,USD,561196.0653,27/09/2018,SEK,5101782.412,28/02/2017,Receiver,,,,,,3645457,EntityB,983400120,EntityA,Active
2198,BA-00001,BA-00001,B-5202177,22/02/2016,07/06/2021,CAD,24000000,CAD,24000000,Interest Rate - Swap Basis,USD,-1337055.47,27/09/2018,CAD,-1736435.676,24/02/2016,Payer,,,,,,3645457,EntityB,983400120,EntityA,Active
2199,BA-00001,BA-00001,B-5202178,29/03/2012,12/10/2020,GBP,36000000,GBP,36000000,Interest Rate - Swap Basis,USD,-6116236.137,27/09/2018,GBP,-4778309.482,02/04/2012,Receiver,,,,,,3645457,EntityB,983400120,EntityA,Active
2200,BA-00001,BA-00001,B-5202179,18/09/2015,29/10/2025,GBP,53000000,GBP,53000000,Interest Rate - Swaption,USD,8766908.022,27/09/2018,GBP,6849146.892,22/09/2015,Payer,Call,,,,,3645457,EntityB,983400120,EntityA,Active
2201,BA-00001,BA-00001,B-5202180,01/02/2010,01/04/2026,USD,13000000,USD,13000000,Interest Rate - Swap Basis,USD,414575.3218,27/09/2018,USD,414575.3218,03/02/2010,Receiver,,,LIB,,,3645457,EntityB,983400120,EntityA,Active
2202,BA-00001,BA-00001,B-5202181,08/03/2016,09/07/2025,USD,25000000,USD,25000000,Interest Rate - Swap Basis,USD,139494.2074,27/09/2018,USD,139494.2074,10/03/2016,Receiver,,,LIB,,,3645457,EntityB,983400120,EntityA,Active
2203,BA-00001,BA-00001,B-5202182,12/05/2014,05/12/2029,USD,92000000,EUR,79120000,Cross Currency - Swap,USD,-12285274.92,27/09/2018,USD,-12285274.92,14/05/2014,Receiver,,,LIB,,,3645457,EntityB,983400120,EntityA,Active
2204,BA-00001,BA-00001,B-5202183,10/05/2012,22/12/2026,CHF,48000000,JPY,5430240000,FX - Swap,USD,-1419053.612,27/09/2018,CHF,-1391229.031,14/05/2012,,,0.314,,,,3645457,EntityB,983400120,EntityA,Active
2205,BA-00001,BA-00001,B-5202184,29/09/2014,24/05/2027,AUD,57000000,SEK,381330000,Cross Currency - Swap,USD,-3694692.342,27/09/2018,AUD,-5061222.386,01/10/2014,Receiver,,,,,,3645457,EntityB,983400120,EntityA,Active
2206,BA-00001,BA-00001,B-5202185,07/08/2012,16/12/2019,SEK,4000000,SEK,4000000,Interest Rate - Swap Basis,USD,19647.18313,27/09/2018,SEK,178610.7558,09/08/2012,Receiver,,,,,,3645457,EntityB,983400120,EntityA,Active
2207,BA-00001,BA-00001,B-5202186,30/08/2016,12/04/2021,EUR,45000000,EUR,45000000,Interest Rate - Swaption,USD,7085607.726,27/09/2018,EUR,6108282.523,01/09/2016,Receiver,Call,,EIB,,,3645457,EntityB,983400120,EntityA,Active
2208,BA-00001,BA-00001,B-5202187,11/07/2014,03/06/2022,DKK,58000000,DKK,58000000,Interest Rate - Swaption,USD,-133812.8089,27/09/2018,DKK,-836330.0554,15/07/2014,Payer,Put,,,,,3645457,EntityB,983400120,EntityA,Active
2209,BA-00001,BA-00001,B-5202188,20/04/2015,03/02/2020,AUD,51000000,SEK,341190000,Cross Currency - Swap,USD,-2976952.167,27/09/2018,AUD,-4078016.668,22/04/2015,Receiver,,,,,,3645457,EntityB,983400120,EntityA,Active
2210,BA-00001,BA-00001,B-5202189,03/12/2007,20/06/2023,USD,16000000,USD,16000000,Interest Rate - Swap,USD,71858.44025,27/09/2018,USD,71858.44025,05/12/2007,Payer,,,LIB,,,3645457,EntityB,983400120,EntityA,Active
2211,BA-00001,BA-00001,B-5202190,20/06/2011,01/07/2024,AUD,1000000,AUD,1000000,Interest Rate - Swap Basis,USD,49923.47755,27/09/2018,AUD,68388.32541,22/06/2011,Payer,,,,,,3645457,EntityB,983400120,EntityA,Active
2212,BA-00001,BA-00001,B-5202191,28/02/2011,12/09/2019,CAD,13000000,CAD,13000000,Interest Rate - Swap Basis,USD,-1227327.563,27/09/2018,CAD,-1593931.9,02/03/2011,Receiver,,,,,,3645457,EntityB,983400120,EntityA,Active
2213,BA-00001,BA-00001,B-5202192,16/06/2008,17/08/2022,NOK,6000000,NOK,6000000,Interest Rate - Swap Basis,USD,-65967.56171,27/09/2018,NOK,-549729.681,18/06/2008,Payer,,,,,,3645457,EntityB,983400120,EntityA,Active
2214,BA-00001,BA-00001,B-5202193,19/10/2012,20/01/2025,AUD,43000000,AUD,43000000,Interest Rate - Swap,USD,321272.5114,27/09/2018,AUD,440099.3307,23/10/2012,Receiver,,,,,,3645457,EntityB,983400120,EntityA,Active
2215,BA-00001,BA-00001,B-5202194,23/07/2014,18/09/2029,AUD,99000000,AUD,99000000,Interest Rate - Swap,USD,10006778.72,27/09/2018,AUD,13707916.05,25/07/2014,Receiver,,,,,,3645457,EntityB,983400120,EntityA,Active
2216,BA-00001,BA-00001,B-5202195,28/06/2010,01/07/2030,SEK,70000000,SEK,70000000,Interest Rate - Swaption,USD,271660.3848,27/09/2018,SEK,2469639.862,30/06/2010,Receiver,Call,,,,,3645457,EntityB,983400120,EntityA,Active
2217,BA-00001,BA-00001,B-5202196,19/12/2013,02/02/2029,GBP,36000000,DKK,296640000,FX - Swap,USD,3900562.923,27/09/2018,GBP,3047314.784,23/12/2013,,,0.994,,,,3645457,EntityB,983400120,EntityA,Active
2218,BA-00001,BA-00001,B-5202197,22/02/2011,16/09/2019,EUR,61000000,GBP,55510000,FX - Swap,USD,5595863.595,27/09/2018,EUR,4824020.341,24/02/2011,,,0.356,EIB,,,3645457,EntityB,983400120,EntityA,Active
2219,BA-00001,BA-00001,B-5202198,25/05/2015,24/07/2023,NOK,43000000,NOK,43000000,Interest Rate - Swaption,USD,-512701.9977,27/09/2018,NOK,-4272516.648,27/05/2015,Payer,Put,,,,,3645457,EntityB,983400120,EntityA,Active
2220,BA-00001,BA-00001,B-5202199,18/02/2013,27/09/2028,CHF,7000000,CHF,7000000,Interest Rate - Swap,USD,-19862.11833,27/09/2018,CHF,-19472.66503,20/02/2013,Payer,,,,,,3645457,EntityB,983400120,EntityA,Active
2221,BA-00001,BA-00001,B-5202200,01/01/2018,23/09/2024,JPY,61000000,NOK,4575000,Cross Currency - Swap,USD,1438.442186,27/09/2018,JPY,159826.9096,03/01/2018,Receiver,,,,,,3645457,EntityB,983400120,EntityA,Active
2222,BA-00001,BA-00001,B-5202201,22/01/2013,01/07/2030,DKK,43000000,DKK,43000000,Interest Rate - Swaption,USD,-113273.3802,27/09/2018,DKK,-707958.6264,24/01/2013,Receiver,Call,,,,,3645457,EntityB,983400120,EntityA,Active
2223,BA-00001,BA-00001,B-5202202,27/04/2018,07/05/2024,EUR,38000000,EUR,38000000,Interest Rate - Swap,USD,5945397.665,27/09/2018,EUR,5125342.815,01/05/2018,Payer,,,EIB,,,3645457,EntityB,983400120,EntityA,Active
2224,BA-00001,BA-00001,B-5202203,18/01/2016,12/01/2027,EUR,64000000,EUR,64000000,Interest Rate - Swaption,USD,-46268.27813,27/09/2018,EUR,-39886.44667,20/01/2016,Receiver,Put,,EIB,,,3645457,EntityB,983400120,EntityA,Active
2225,BA-00001,BA-00001,B-5202204,16/06/2011,02/12/2024,AUD,57000000,AUD,57000000,Interest Rate - Swap Basis,USD,-4086374.517,27/09/2018,AUD,-5597773.311,20/06/2011,Receiver,,,,,,3645457,EntityB,983400120,EntityA,Active
2226,BA-00001,BA-00001,B-5202205,04/04/2017,06/08/2025,JPY,45000000,NOK,3375000,Cross Currency - Swap,USD,20171.63279,27/09/2018,JPY,2241292.532,06/04/2017,Payer,,,,,,3645457,EntityB,983400120,EntityA,Active
2227,BA-00001,BA-00001,B-5202206,13/11/2009,12/04/2027,AUD,8000000,USD,5840000,FX - Swap,USD,736826.1164,27/09/2018,AUD,1009350.844,17/11/2009,,,0.52,,,,3645457,EntityB,983400120,EntityA,Active
2228,BA-00001,BA-00001,B-5202207,04/04/2017,25/01/2027,JPY,88000000,NOK,6600000,Cross Currency - Swap,USD,66056.35435,27/09/2018,JPY,7339594.928,06/04/2017,Payer,,,,,,3645457,EntityB,983400120,EntityA,Active
2229,BA-00001,BA-00001,B-5202208,03/07/2007,10/12/2030,NOK,39000000,NOK,39000000,Interest Rate - Swap Basis,USD,282855.8421,27/09/2018,NOK,2357132.018,05/07/2007,Payer,,,,,,3645457,EntityB,983400120,EntityA,Active
2230,BA-00001,BA-00001,B-5202209,23/02/2006,05/05/2025,AUD,42000000,AUD,42000000,Interest Rate - Swap,USD,-758073.2081,27/09/2018,AUD,-1038456.449,27/02/2006,Payer,,,,,,3645457,EntityB,983400120,EntityA,Active
2231,BA-00001,BA-00001,B-5202210,14/02/2013,11/09/2028,NOK,43000000,NOK,43000000,Interest Rate - Swap Basis,USD,261263.5351,27/09/2018,NOK,2177196.126,18/02/2013,Receiver,,,,,,3645457,EntityB,983400120,EntityA,Active
2232,BA-00001,BA-00001,B-5202211,14/03/2013,16/07/2027,CAD,13000000,CAD,13000000,Interest Rate - Swap,USD,-860020.6456,27/09/2018,CAD,-1116909.929,18/03/2013,Payer,,,,,,3645457,EntityB,983400120,EntityA,Active
2233,BA-00001,BA-00001,B-5202212,16/01/2006,11/10/2030,AUD,86000000,SEK,575340000,Cross Currency - Swap,USD,-220059.077,27/09/2018,AUD,-301450.7904,18/01/2006,Payer,,,,,,3645457,EntityB,983400120,EntityA,Active
2234,BA-00001,BA-00001,B-5202213,08/12/2009,24/10/2029,JPY,13000000,JPY,13000000,Interest Rate - Swap Basis,USD,-7724.610581,27/09/2018,JPY,-858290.0645,10/12/2009,Receiver,,,,,,3645457,EntityB,983400120,EntityA,Active
2235,BA-00001,BA-00001,B-5202214,29/12/2008,28/07/2028,DKK,44000000,DKK,44000000,Interest Rate - Swap Basis,USD,-344472.7454,27/09/2018,DKK,-2152954.659,31/12/2008,Payer,,,,,,3645457,EntityB,983400120,EntityA,Active
2236,BA-00001,BA-00001,B-5202215,26/09/2012,12/10/2026,DKK,9000000,DKK,9000000,Interest Rate - Swap,USD,-193099.9619,27/09/2018,DKK,-1206874.762,28/09/2012,Receiver,,,,,,3645457,EntityB,983400120,EntityA,Active
2237,BA-00001,BA-00001,B-5202216,13/02/2012,06/03/2028,GBP,59000000,GBP,59000000,Interest Rate - Swap Basis,USD,8709069.694,27/09/2018,GBP,6803960.698,15/02/2012,Receiver,,,,,,3645457,EntityB,983400120,EntityA,Active
2238,BA-00001,BA-00001,B-5202217,28/07/2008,11/09/2019,USD,20000000,USD,20000000,Interest Rate - Swap,USD,2979277.183,27/09/2018,USD,2979277.183,30/07/2008,Receiver,,,LIB,,,3645457,EntityB,983400120,EntityA,Active
2239,BA-00001,BA-00001,B-5202218,20/03/2006,24/01/2028,GBP,60000000,GBP,60000000,Interest Rate - Swap,USD,-4679704.493,27/09/2018,GBP,-3656019.135,22/03/2006,Receiver,,,,,,3645457,EntityB,983400120,EntityA,Active
2240,BA-00001,BA-00001,B-5202219,16/01/2008,14/02/2024,JPY,73000000,NOK,5475000,FX - Swap,USD,-49627.80098,27/09/2018,JPY,-5514200.109,18/01/2008,,,0.278,,,,3645457,EntityB,983400120,EntityA,Active
2241,BA-00001,BA-00001,B-5202220,05/04/2007,20/05/2030,GBP,18000000,DKK,148320000,Cross Currency - Swap,USD,1289600.774,27/09/2018,GBP,1007500.604,09/04/2007,Receiver,,,,,,3645457,EntityB,983400120,EntityA,Active
2242,BA-00001,BA-00001,B-5202221,13/09/2012,20/09/2027,EUR,94000000,GBP,85540000,FX - Swap,USD,-9962832.431,27/09/2018,EUR,-8588648.647,17/09/2012,,,0.456,EIB,,,3645457,EntityB,983400120,EntityA,Active
2243,BA-00001,BA-00001,B-5202222,07/05/2015,12/01/2021,CAD,82000000,CAD,82000000,Interest Rate - Swaption,USD,1927415.963,27/09/2018,CAD,2503137.614,11/05/2015,Receiver,Call,,,,,3645457,EntityB,983400120,EntityA,Active
2244,BA-00001,BA-00001,B-5202223,31/07/2008,24/06/2019,GBP,22000000,GBP,22000000,Interest Rate - Swap,USD,2721932.127,27/09/2018,GBP,2126509.474,04/08/2008,Receiver,,,,,,3645457,EntityB,983400120,EntityA,Active
2245,BA-00001,BA-00001,B-5202224,12/02/2014,12/01/2028,SEK,14000000,SEK,14000000,Interest Rate - Swap,USD,226253.3236,27/09/2018,SEK,2056848.396,14/02/2014,Receiver,,,,,,3645457,EntityB,983400120,EntityA,Active
2246,BA-00001,BA-00001,B-5202225,02/12/2013,29/06/2026,USD,93000000,USD,93000000,Interest Rate - Swap,USD,5205448.792,27/09/2018,USD,5205448.792,04/12/2013,Payer,,,LIB,,,3645457,EntityB,983400120,EntityA,Active
2247,BA-00001,BA-00001,B-5202226,15/04/2013,18/06/2024,JPY,34000000,NOK,2550000,FX - Swap,USD,-27343.61643,27/09/2018,JPY,-3038179.603,17/04/2013,,,0.626,,,,3645457,EntityB,983400120,EntityA,Active
2248,BA-00001,BA-00001,B-5202227,24/02/2014,06/02/2024,JPY,23000000,JPY,23000000,Interest Rate - Swaption,USD,16255.20132,27/09/2018,JPY,1806133.48,26/02/2014,Payer,Put,,,,,3645457,EntityB,983400120,EntityA,Active
2249,BA-00001,BA-00001,B-5202228,14/04/2011,04/01/2027,JPY,41000000,JPY,41000000,Interest Rate - Swap,USD,9808.950357,27/09/2018,JPY,1089883.373,18/04/2011,Payer,,,,,,3645457,EntityB,983400120,EntityA,Active
2250,BA-00001,BA-00001,B-5202229,02/05/2014,14/10/2022,USD,79000000,USD,79000000,Interest Rate - Swap Basis,USD,-7981090.595,27/09/2018,USD,-7981090.595,06/05/2014,Receiver,,,LIB,,,3645457,EntityB,983400120,EntityA,Active
2251,BA-00001,BA-00001,B-5202230,27/07/2015,22/09/2020,GBP,52000000,GBP,52000000,Interest Rate - Swap Basis,USD,-9733988.164,27/09/2018,GBP,-7604678.253,29/07/2015,Payer,,,,,,3645457,EntityB,983400120,EntityA,Active
2252,BA-00001,BA-00001,B-5202231,22/06/2016,11/09/2026,AUD,3000000,AUD,3000000,Interest Rate - Swap Basis,USD,91625.97352,27/09/2018,AUD,125515.0322,24/06/2016,Payer,,,,,,3645457,EntityB,983400120,EntityA,Active
2253,BA-00001,BA-00001,B-5202232,22/04/2009,08/07/2019,AUD,58000000,AUD,58000000,Interest Rate - Swap,USD,3750105.897,27/09/2018,AUD,5137131.366,24/04/2009,Payer,,,,,,3645457,EntityB,983400120,EntityA,Active
2254,BA-00001,BA-00001,B-5202233,01/09/2006,21/09/2020,JPY,17000000,JPY,17000000,Interest Rate - Swaption,USD,-22026.05645,27/09/2018,JPY,-2447339.606,05/09/2006,Payer,Put,,,,,3645457,EntityB,983400120,EntityA,Active
2255,BA-00001,BA-00001,B-5202234,21/01/2015,18/09/2025,NOK,37000000,NOK,37000000,Interest Rate - Swap Basis,USD,214890.5986,27/09/2018,NOK,1790754.989,23/01/2015,Payer,,,,,,3645457,EntityB,983400120,EntityA,Active
2256,BA-00001,BA-00001,B-5202235,05/08/2013,20/11/2019,JPY,99000000,JPY,99000000,Interest Rate - Swap Basis,USD,85859.96417,27/09/2018,JPY,9539996.019,07/08/2013,Receiver,,,,,,3645457,EntityB,983400120,EntityA,Active
2257,BA-00001,BA-00001,B-5202236,30/07/2015,17/09/2029,AUD,67000000,SEK,448230000,FX - Swap,USD,-2428880.542,27/09/2018,AUD,-3327233.619,03/08/2015,,,0.56,,,,3645457,EntityB,983400120,EntityA,Active
2258,BA-00001,BA-00001,B-5202237,17/08/2010,14/01/2020,NOK,54000000,NOK,54000000,Interest Rate - Swap Basis,USD,-193562.3341,27/09/2018,NOK,-1613019.451,19/08/2010,Receiver,,,,,,3645457,EntityB,983400120,EntityA,Active
2259,BA-00001,BA-00001,B-5202238,30/01/2012,12/06/2020,AUD,60000000,SEK,401400000,FX - Swap,USD,-1305851.901,27/09/2018,AUD,-1788838.22,01/02/2012,,,0.786,,,,3645457,EntityB,983400120,EntityA,Active
2260,BA-00001,BA-00001,B-5202239,18/02/2008,09/07/2026,CHF,14000000,JPY,1583820000,FX - Swap,USD,916621.8515,27/09/2018,CHF,898648.874,20/02/2008,,,0.284,,,,3645457,EntityB,983400120,EntityA,Active
2261,BA-00001,BA-00001,B-5202240,20/11/2012,11/10/2021,GBP,78000000,GBP,78000000,Interest Rate - Swap,USD,-10990824.65,27/09/2018,GBP,-8586581.754,22/11/2012,Receiver,,,,,,3645457,EntityB,983400120,EntityA,Active
2262,BA-00001,BA-00001,B-5202241,19/11/2010,24/10/2022,USD,38000000,USD,38000000,Interest Rate - Swap,USD,63132.57823,27/09/2018,USD,63132.57823,23/11/2010,Receiver,,,LIB,,,3645457,EntityB,983400120,EntityA,Active
2263,BA-00001,BA-00001,B-5202242,08/03/2007,29/09/2023,CHF,89000000,JPY,10068570000,Cross Currency - Swap,USD,5117346.469,27/09/2018,CHF,5017006.342,12/03/2007,Payer,,,,,,3645457,EntityB,983400120,EntityA,Active
